ts,provider_owner,gpu_model,bid_price_uact_per_block,reachable,time_to_ready_seconds,failure_reason
2026-07-24T08:05:49.02499+00:00,akash1sevd2ymtty3dpq9ycxgkhuzzk4fe6mchqdwd4e,rtx3090,153.916,True,39.4039,
2026-07-24T12:07:33.696604+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,False,,never_reachable
2026-07-24T16:05:45.682365+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,rtx6000,86.9989,True,39.5266,
2026-07-24T20:05:39.102079+00:00,akash1sevd2ymtty3dpq9ycxgkhuzzk4fe6mchqdwd4e,rtx3090,153.916,True,27.9592,
2026-07-25T00:05:46.057379+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,rtx6000,86.9989,True,38.6361,
2026-07-25T04:05:40.875536+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,rtx6000,86.9989,True,35.4268,
2026-07-25T08:05:37.125771+00:00,akash1sevd2ymtty3dpq9ycxgkhuzzk4fe6mchqdwd4e,rtx3090,153.916,True,26.5189,
2026-07-25T12:05:36.410658+00:00,akash1sevd2ymtty3dpq9ycxgkhuzzk4fe6mchqdwd4e,rtx3090,153.916,True,27.1823,
2026-07-25T16:05:48.36703+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,86.9989,True,40.3163,
2026-07-25T20:05:44.185524+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,86.9989,True,34.9174,
2026-07-26T00:05:46.53692+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,86.9989,True,38.2276,
2026-07-26T04:05:51.780145+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,86.9989,True,41.47,
2026-07-26T08:05:44.169426+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,86.9989,True,38.8882,
2026-07-26T12:05:43.932475+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,86.9989,True,36.2257,
2026-07-26T16:05:46.368109+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,86.9989,True,41.0637,
2026-07-26T20:05:40.509488+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,86.9989,True,33.4077,
2026-07-27T00:05:43.042537+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,86.9989,True,35.4782,
2026-07-27T04:05:41.927367+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,131.133,True,34.2813,
2026-07-27T08:05:48.034569+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,131.133,True,36.103,
2026-07-27T12:05:45.553889+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,131.133,True,38.1222,
2026-07-27T16:05:44.370153+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,131.133,True,39.1645,
2026-07-27T20:05:41.9049+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,131.133,True,33.8278,
2026-07-28T00:05:40.994458+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,True,33.3974,
2026-07-28T04:05:43.928007+00:00,akash1sevd2ymtty3dpq9ycxgkhuzzk4fe6mchqdwd4e,rtx3090,153.916,True,37.1454,
2026-07-28T08:05:52.700141+00:00,akash1sevd2ymtty3dpq9ycxgkhuzzk4fe6mchqdwd4e,rtx3090,153.916,True,43.454,
2026-07-28T12:05:38.138063+00:00,akash1sevd2ymtty3dpq9ycxgkhuzzk4fe6mchqdwd4e,rtx3090,153.916,True,28.91,
2026-07-28T16:05:39.968639+00:00,akash1sevd2ymtty3dpq9ycxgkhuzzk4fe6mchqdwd4e,rtx3090,153.916,True,29.925,
2026-07-28T20:05:38.030598+00:00,akash1sevd2ymtty3dpq9ycxgkhuzzk4fe6mchqdwd4e,rtx3090,153.916,True,27.9971,
2026-07-29T00:05:37.579655+00:00,akash1sevd2ymtty3dpq9ycxgkhuzzk4fe6mchqdwd4e,rtx3090,153.916,True,26.3018,
2026-07-29T04:05:41.947719+00:00,akash1sevd2ymtty3dpq9ycxgkhuzzk4fe6mchqdwd4e,rtx3090,153.916,True,32.1428,
2026-07-29T08:05:45.544905+00:00,akash1sevd2ymtty3dpq9ycxgkhuzzk4fe6mchqdwd4e,rtx3090,153.916,True,37.7943,
2026-07-29T12:05:39.401794+00:00,akash1sevd2ymtty3dpq9ycxgkhuzzk4fe6mchqdwd4e,rtx3090,153.916,True,29.9143,
2026-07-29T16:05:37.520277+00:00,akash1sevd2ymtty3dpq9ycxgkhuzzk4fe6mchqdwd4e,rtx3090,153.916,True,27.3642,
2026-07-29T20:05:35.628296+00:00,akash1sevd2ymtty3dpq9ycxgkhuzzk4fe6mchqdwd4e,rtx3090,153.916,True,26.1158,
2026-07-30T00:05:41.827096+00:00,akash1sevd2ymtty3dpq9ycxgkhuzzk4fe6mchqdwd4e,rtx3090,153.916,True,32.401,
2026-07-30T04:05:38.089089+00:00,akash1sevd2ymtty3dpq9ycxgkhuzzk4fe6mchqdwd4e,rtx3090,153.916,True,28.2966,
2026-07-30T08:05:43.420675+00:00,akash1sevd2ymtty3dpq9ycxgkhuzzk4fe6mchqdwd4e,rtx3090,153.916,True,30.0119,
2026-07-30T12:07:39.04471+00:00,akash1sevd2ymtty3dpq9ycxgkhuzzk4fe6mchqdwd4e,rtx3090,153.916,False,,never_reachable
2026-07-30T16:05:39.698097+00:00,akash1sevd2ymtty3dpq9ycxgkhuzzk4fe6mchqdwd4e,rtx3090,153.916,True,29.8761,
2026-07-30T20:05:35.974562+00:00,akash1sevd2ymtty3dpq9ycxgkhuzzk4fe6mchqdwd4e,rtx3090,153.916,True,26.5281,
2026-07-31T00:05:39.83907+00:00,akash1sevd2ymtty3dpq9ycxgkhuzzk4fe6mchqdwd4e,rtx3090,153.916,True,34.6812,
2026-07-31T04:05:41.872318+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,260.094,True,35.4135,
2026-07-31T08:05:43.688154+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,260.094,True,35.1853,
2026-07-31T12:05:27.669035+00:00,akash1am3sv9ac6yq6a4s2hkkcn6sd6723fpkp3en08s,rtx4090,462.865,False,,exception:HTTPError:422 Client Error: Unprocessable Entity for url: https://console-api.akash.network/v1/leases
2026-07-31T16:05:40.702382+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,260.094,True,35.4575,
2026-07-31T20:05:42.3146+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,260.094,True,36.904,
2026-08-01T00:05:44.514291+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,260.094,True,37.3257,
2026-08-01T04:05:43.655945+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,260.094,True,36.2667,
2026-08-01T08:05:46.857648+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,260.094,True,39.0494,
2026-08-01T12:05:54.371886+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,260.094,True,40.9578,
2026-08-01T16:05:42.941573+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,260.094,True,37.6741,
2026-08-01T20:05:40.875749+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,260.094,True,35.307,
2026-08-02T00:05:46.376747+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,260.094,True,38.8662,
2026-08-02T04:05:29.347815+00:00,akash1am3sv9ac6yq6a4s2hkkcn6sd6723fpkp3en08s,rtx4090,462.865,False,,exception:HTTPError:422 Client Error: Unprocessable Entity for url: https://console-api.akash.network/v1/leases
2026-08-02T08:05:41.840814+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,260.094,True,36.7312,
2026-08-02T12:05:51.844505+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,260.094,True,40.4428,
2026-08-02T16:05:47.352408+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,260.094,True,36.9533,
2026-08-02T20:05:46.79161+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,260.094,True,39.82,
2026-08-03T00:05:48.421045+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,260.094,True,36.6738,
2026-08-03T04:05:46.609465+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,260.094,True,38.9958,
2026-08-03T08:05:54.094616+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,260.094,True,38.5404,
2026-08-03T12:05:59.886033+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,260.094,True,38.6433,
2026-08-03T16:05:48.22782+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,260.094,True,38.7129,
2026-08-03T20:05:48.110908+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,260.094,True,36.1719,
2026-08-04T00:05:50.502388+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,260.094,True,39.2122,
2026-08-04T04:05:50.85355+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,260.094,True,39.0814,
2026-08-04T08:05:50.23906+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,260.094,True,36.9597,
2026-08-04T12:05:43.10054+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,260.094,True,37.2818,
2026-08-04T16:05:45.913271+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,260.094,True,37.3942,
2026-08-04T20:05:43.208953+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,260.094,True,35.6676,
2026-08-05T00:05:42.248694+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,260.094,True,34.8159,
2026-08-05T04:05:51.742599+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,260.094,True,39.1796,
2026-08-05T08:05:44.164658+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,260.094,True,36.7858,
2026-08-05T12:05:41.084284+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,260.094,True,34.1427,
2026-08-05T16:05:45.484383+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,260.094,True,39.6111,
2026-08-05T20:05:43.728015+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,260.094,True,35.4417,
2026-08-06T00:05:42.749004+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,260.094,True,37.7246,
2026-08-06T04:05:40.485633+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,260.094,True,31.4311,
2026-08-06T08:05:52.241854+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,260.094,True,40.1765,
2026-08-06T12:05:43.554305+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,260.094,True,36.6859,
2026-08-06T16:05:44.486269+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,True,36.5461,
2026-08-06T20:05:45.356588+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,True,38.6421,
2026-08-07T00:05:45.876444+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,True,36.1584,
2026-08-07T04:05:43.227062+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,True,35.9688,
2026-08-07T08:05:43.900844+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,True,36.2497,
2026-08-07T12:05:46.063642+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,True,36.2197,
2026-08-07T16:05:44.530391+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,True,37.159,
2026-08-07T20:05:43.128777+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,True,34.7971,
2026-08-08T00:05:41.814147+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,True,32.1328,
2026-08-08T04:05:46.617506+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,True,39.1526,
2026-08-08T08:05:40.839316+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,True,33.7891,
2026-08-08T12:05:45.200655+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,True,34.6562,
2026-08-08T16:05:50.600564+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,260.094,True,45.5098,
2026-08-08T20:05:50.443927+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,157.594,True,37.8026,
2026-08-09T00:05:48.970435+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,True,39.7336,
2026-08-09T04:05:41.871245+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,363.373,True,36.0422,
2026-08-09T08:05:46.388504+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,True,36.8133,
2026-08-09T12:05:40.351476+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,True,33.6814,
2026-08-09T16:05:44.533047+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,True,36.8621,
2026-08-09T20:05:46.81592+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,True,38.7328,
2026-08-10T00:05:44.042722+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,True,36.2716,
2026-08-10T04:05:45.992747+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,True,36.6481,
2026-08-10T08:05:44.097399+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,True,34.4086,
2026-08-10T12:05:45.319432+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,True,37.9244,
2026-08-10T16:05:45.037142+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,True,36.7393,
2026-08-10T20:05:42.610349+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,True,33.4934,
2026-08-11T00:05:44.330258+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,363.373,True,38.8531,
2026-08-11T04:05:37.767103+00:00,akash1sevd2ymtty3dpq9ycxgkhuzzk4fe6mchqdwd4e,rtx3090,153.916,True,27.8013,
2026-08-11T08:05:36.050449+00:00,akash1sevd2ymtty3dpq9ycxgkhuzzk4fe6mchqdwd4e,rtx3090,153.916,True,25.6676,
2026-08-11T12:05:42.028778+00:00,akash1sevd2ymtty3dpq9ycxgkhuzzk4fe6mchqdwd4e,rtx3090,153.916,True,32.8166,
2026-08-11T16:05:36.071516+00:00,akash1sevd2ymtty3dpq9ycxgkhuzzk4fe6mchqdwd4e,rtx3090,153.916,True,25.6457,
2026-08-11T20:05:42.220656+00:00,akash1sevd2ymtty3dpq9ycxgkhuzzk4fe6mchqdwd4e,rtx3090,153.916,True,30.4589,
2026-08-12T00:05:37.026463+00:00,akash1sevd2ymtty3dpq9ycxgkhuzzk4fe6mchqdwd4e,rtx3090,153.916,True,26.1501,
2026-08-12T04:05:40.187211+00:00,akash1sevd2ymtty3dpq9ycxgkhuzzk4fe6mchqdwd4e,rtx3090,153.916,True,25.8694,
2026-08-12T08:05:40.371338+00:00,akash1sevd2ymtty3dpq9ycxgkhuzzk4fe6mchqdwd4e,rtx3090,153.916,True,30.871,
2026-08-12T12:05:34.802197+00:00,akash1sevd2ymtty3dpq9ycxgkhuzzk4fe6mchqdwd4e,rtx3090,153.916,True,27.2609,
2026-08-12T16:05:39.395147+00:00,akash1sevd2ymtty3dpq9ycxgkhuzzk4fe6mchqdwd4e,rtx3090,153.916,True,29.8279,
2026-08-12T20:05:37.971966+00:00,akash1sevd2ymtty3dpq9ycxgkhuzzk4fe6mchqdwd4e,rtx3090,153.916,True,28.3043,
2026-08-13T00:05:45.408095+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,True,36.1856,
2026-08-13T04:05:48.320654+00:00,akash1sevd2ymtty3dpq9ycxgkhuzzk4fe6mchqdwd4e,rtx3090,153.916,True,36.979,
2026-08-13T08:05:38.873991+00:00,akash1sevd2ymtty3dpq9ycxgkhuzzk4fe6mchqdwd4e,rtx3090,153.916,True,29.1352,
2026-08-13T12:05:39.298944+00:00,akash1sevd2ymtty3dpq9ycxgkhuzzk4fe6mchqdwd4e,rtx3090,153.916,True,29.618,
2026-08-13T16:05:35.527374+00:00,akash1sevd2ymtty3dpq9ycxgkhuzzk4fe6mchqdwd4e,rtx3090,153.916,True,26.8538,
2026-08-13T20:05:48.993061+00:00,akash1sevd2ymtty3dpq9ycxgkhuzzk4fe6mchqdwd4e,rtx3090,153.916,True,38.9269,
2026-08-14T00:05:40.969985+00:00,akash1am3sv9ac6yq6a4s2hkkcn6sd6723fpkp3en08s,rtx4090,462.865,True,33.3255,
2026-08-14T04:05:45.898075+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,True,38.127,
2026-08-14T08:05:41.709843+00:00,akash1hgulk6aekakqzc0v6wukrd3dy9n90f5gkl4ezk,,190,True,33.8799,
2026-08-14T12:05:36.598654+00:00,akash1sevd2ymtty3dpq9ycxgkhuzzk4fe6mchqdwd4e,rtx3090,153.916,True,25.9511,
2026-08-14T16:05:42.696882+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,True,34.5556,
2026-08-14T20:05:41.338241+00:00,akash1sevd2ymtty3dpq9ycxgkhuzzk4fe6mchqdwd4e,rtx3090,153.916,True,30.1357,
2026-08-15T00:05:41.722418+00:00,akash1sevd2ymtty3dpq9ycxgkhuzzk4fe6mchqdwd4e,rtx3090,153.916,True,30.5938,
2026-08-15T04:05:43.405287+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,370.985,True,35.2521,
2026-08-15T08:05:45.702096+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,True,37.8016,
2026-08-15T12:05:42.636218+00:00,akash1sevd2ymtty3dpq9ycxgkhuzzk4fe6mchqdwd4e,rtx3090,153.916,True,32.0168,
2026-08-15T16:07:37.339636+00:00,akash1al463a2f6jvf506e73hx0329fwgwz66r7cpkhr,rtx5090,1194.42,False,,never_reachable
2026-08-15T20:05:41.430251+00:00,akash1sevd2ymtty3dpq9ycxgkhuzzk4fe6mchqdwd4e,rtx3090,153.916,True,28.6762,
2026-08-16T00:07:33.177924+00:00,akash1al463a2f6jvf506e73hx0329fwgwz66r7cpkhr,rtx5090,1194.42,False,,never_reachable
2026-08-16T04:07:35.273237+00:00,akash1al463a2f6jvf506e73hx0329fwgwz66r7cpkhr,rtx5090,1194.42,False,,never_reachable
2026-08-16T08:05:53.078253+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,True,37.6362,
2026-08-16T12:07:35.736915+00:00,akash1al463a2f6jvf506e73hx0329fwgwz66r7cpkhr,rtx5090,1194.42,False,,never_reachable
2026-08-16T16:05:43.247866+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,188.389,True,35.3317,
2026-08-16T20:05:42.884043+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,188.389,True,36.3242,
2026-08-17T00:05:50.043679+00:00,akash1sevd2ymtty3dpq9ycxgkhuzzk4fe6mchqdwd4e,rtx3090,153.916,True,37.3658,
2026-08-17T04:07:39.037572+00:00,akash1al463a2f6jvf506e73hx0329fwgwz66r7cpkhr,rtx5090,1194.42,False,,never_reachable
2026-08-17T08:07:38.803629+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,False,,never_reachable
2026-08-17T12:07:36.646578+00:00,akash1al463a2f6jvf506e73hx0329fwgwz66r7cpkhr,rtx5090,1194.42,False,,never_reachable
2026-08-17T16:05:48.07257+00:00,akash1sevd2ymtty3dpq9ycxgkhuzzk4fe6mchqdwd4e,rtx3090,153.916,True,34.5927,
2026-08-17T20:05:42.590909+00:00,akash1sevd2ymtty3dpq9ycxgkhuzzk4fe6mchqdwd4e,rtx3090,153.916,True,32.0713,
